epoch,PSNR,loss,val_PSNR,val_loss
0,9.531088829040527,126493245440.0,21.08335304260254,0.009393903426826
1,25.08941650390625,0.005213994532823563,27.06764030456543,0.003998743370175362
2,27.77764892578125,0.003966010641306639,28.63754653930664,0.003657445777207613
3,28.785816192626953,0.0037792683579027653,29.104822158813477,0.0035957535728812218
4,29.10963249206543,0.003741283668205142,29.34831428527832,0.0035719992592930794
5,29.32758140563965,0.0037205799017101526,29.543317794799805,0.003556201932951808
6,29.48906707763672,0.003707570256665349,29.679576873779297,0.0035463827662169933
7,29.606449127197266,0.0036991219967603683,29.78045654296875,0.003539502155035734
8,29.698015213012695,0.0036931128706783056,29.869081497192383,0.0035343344788998365
9,29.77401351928711,0.0036885992158204317,29.94100570678711,0.003530580084770918
10,29.840097427368164,0.003684903960675001,30.00865364074707,0.0035269802901893854
11,29.89889907836914,0.0036814501509070396,30.06712532043457,0.003524125088006258
12,29.953153610229492,0.0036788072902709246,30.112651824951172,0.0035220219288021326
13,29.992412567138672,0.003676920896396041,30.142824172973633,0.0035203667357563972
14,30.020917892456055,0.00367529084905982,30.183757781982422,0.0035187071189284325
15,30.05284881591797,0.0036738398484885693,30.20612335205078,0.003517535049468279
16,30.078248977661133,0.003672668244689703,30.233871459960938,0.003516574390232563
17,30.099950790405273,0.0036717718467116356,30.254854202270508,0.0035158719401806593
18,30.122329711914062,0.0036708980333060026,30.272483825683594,0.0035152090713381767
19,30.136125564575195,0.0036703338846564293,30.278465270996094,0.00351502257399261
20,30.148324966430664,0.0036698549520224333,30.2908878326416,0.003514545736834407
21,30.158504486083984,0.0036693753208965063,30.29227066040039,0.003514246316626668
22,30.16806411743164,0.0036690456327050924,30.293855667114258,0.0035140374675393105
23,30.175884246826172,0.0036687906831502914,30.300411224365234,0.003513812553137541
24,30.18114471435547,0.0036685799714177847,30.297672271728516,0.0035137447994202375
25,30.18486785888672,0.0036684037186205387,30.30931854248047,0.003513443050906062
26,30.189790725708008,0.00366821582429111,30.316179275512695,0.003513212315738201
27,30.1935977935791,0.0036680225748568773,30.3198299407959,0.003513050265610218
28,30.195390701293945,0.0036678914912045,30.318607330322266,0.003513009985908866
29,30.1973876953125,0.0036677937023341656,30.31914710998535,0.003512963652610779
30,30.197059631347656,0.0036677164025604725,30.330427169799805,0.003512750845402479
31,30.201622009277344,0.00366756203584373,30.331558227539062,0.003512677736580372
32,30.20209503173828,0.003667474025860429,30.332469940185547,0.00351258204318583
33,30.204477310180664,0.0036673841532319784,30.3349609375,0.0035124830901622772
34,30.20468521118164,0.003667330602183938,30.33367919921875,0.003512490540742874
35,30.20572853088379,0.0036672281567007303,30.335418701171875,0.0035123974084854126
36,30.205631256103516,0.0036671727430075407,30.34100341796875,0.0035122984554618597
37,30.20355987548828,0.003667141543701291,30.33456039428711,0.0035123920533806086
38,30.209089279174805,0.003667033277451992,30.33609962463379,0.0035122872795909643
39,30.207584381103516,0.003666966687887907,30.3497314453125,0.003512064227834344
40,30.208999633789062,0.0036669019609689713,30.348508834838867,0.0035120630636811256
41,30.21116065979004,0.003666830249130726,30.350135803222656,0.0035120153333991766
42,30.21138572692871,0.003666770411655307,30.352750778198242,0.00351186515763402
43,30.211942672729492,0.0036667168606072664,30.339784622192383,0.0035120579414069653
44,30.211477279663086,0.0036667033564299345,30.353586196899414,0.0035118216183036566
45,30.211307525634766,0.0036666670348495245,30.342145919799805,0.0035119561944156885
46,30.210613250732422,0.0036666688974946737,30.344501495361328,0.003511898685246706
47,30.215118408203125,0.003666571108624339,30.352018356323242,0.0035117482766509056
48,30.216318130493164,0.0036664726212620735,30.3565673828125,0.003511622082442045
49,30.215200424194336,0.003666467731818557,30.364850997924805,0.0035115298815071583
50,30.21665382385254,0.003666411153972149,30.359580993652344,0.003511570394039154
51,30.219024658203125,0.0036663252394646406,30.362857818603516,0.0035114851780235767
52,30.217571258544922,0.0036663238424807787,30.361675262451172,0.003511461429297924
53,30.21471405029297,0.0036663010250777006,30.366601943969727,0.0035114241763949394
54,30.214466094970703,0.0036662707570940256,30.36912727355957,0.003511409042403102
55,30.214099884033203,0.0036662400234490633,30.3676815032959,0.0035113522317260504
56,30.210783004760742,0.0036662474740296602,30.365726470947266,0.0035113850608468056
57,30.211149215698242,0.0036662209313362837,30.366039276123047,0.0035113489720970392
58,30.213777542114258,0.003666136646643281,30.367876052856445,0.0035112856421619654
59,30.213329315185547,0.0036661147605627775,30.367294311523438,0.003511279821395874
60,30.215354919433594,0.0036660556215792894,30.365514755249023,0.0035112372133880854
61,30.215225219726562,0.0036660251207649708,30.369050979614258,0.0035112127661705017
62,30.217529296875,0.0036659676115959883,30.36875343322754,0.0035111689940094948
63,30.213489532470703,0.0036659876350313425,30.36836814880371,0.0035111180040985346
64,30.21626853942871,0.0036658835597336292,30.36752700805664,0.003511076094582677
65,30.217069625854492,0.003665876341983676,30.371870040893555,0.003511012066155672
66,30.22381019592285,0.0036657436285167933,30.368900299072266,0.003510996699333191
67,30.224611282348633,0.0036657119635492563,30.359729766845703,0.00351103232242167
