epoch,PSNR,loss,val_PSNR,val_loss
0,15.857213973999023,34844928.0,34.133392333984375,0.006671932991594076
1,33.136497497558594,0.004866103641688824,33.18334197998047,0.004305611364543438
2,34.32732391357422,0.0032028560526669025,36.392913818359375,0.0032130563631653786
3,35.76195526123047,0.0025876685976982117,37.47301483154297,0.0028752582147717476
4,36.359771728515625,0.0023700168821960688,37.07818603515625,0.0026209482457488775
5,37.95005416870117,0.002137353178113699,37.544532775878906,0.002557417144998908
6,38.276405334472656,0.0020959158428013325,38.00665283203125,0.0025422112084925175
7,38.38906478881836,0.0020851988811045885,38.783119201660156,0.0025341829750686884
8,38.659278869628906,0.0020778316538780928,38.1234016418457,0.002528557786718011
9,38.72075271606445,0.0020715701393783092,37.8759880065918,0.002524696057662368
10,38.750274658203125,0.002066665794700384,37.69551467895508,0.002522797556594014
11,38.87379837036133,0.002061485545709729,37.78245162963867,0.002519717440009117
12,38.91795349121094,0.0020565777085721493,37.735870361328125,0.002512841485440731
13,39.04796600341797,0.0020513657946139574,37.789215087890625,0.002507573924958706
14,39.12885665893555,0.0020457645878195763,37.75947952270508,0.002503064228221774
15,39.156742095947266,0.00203997315838933,37.77174377441406,0.002498252084478736
16,39.22742462158203,0.0020335919689387083,37.90032958984375,0.0024938613642007113
17,39.33123779296875,0.0020276005379855633,38.04875183105469,0.002489685546606779
18,39.52995681762695,0.002022478496655822,38.345584869384766,0.002487549325451255
19,39.56363296508789,0.0020193555392324924,38.567264556884766,0.0024858738761395216
20,39.63308334350586,0.0020172358490526676,38.61100769042969,0.0024842352140694857
21,39.69279098510742,0.0020155366510152817,38.599971771240234,0.0024820382241159678
22,39.76369094848633,0.0020140311680734158,39.28026580810547,0.00248190900310874
23,39.80734634399414,0.0020130842458456755,39.16798782348633,0.002480980707332492
24,39.847389221191406,0.002012317767366767,38.90998077392578,0.002479967661201954
25,39.84952926635742,0.002011676086112857,38.845279693603516,0.0024791150353848934
26,39.92547607421875,0.0020103512797504663,38.86122131347656,0.0024777597282081842
27,39.908504486083984,0.0020091342739760876,39.07530975341797,0.0024772509932518005
28,40.00385665893555,0.00200813845731318,38.892433166503906,0.0024762889370322227
29,40.00135803222656,0.002007685834541917,39.17900085449219,0.0024764256086200476
30,40.01633834838867,0.002007185947149992,38.8701171875,0.0024755431804805994
31,39.99248504638672,0.002006990136578679,38.73758316040039,0.0024742826353758574
32,39.985877990722656,0.0020068392623215914,38.919185638427734,0.002474815584719181
33,inf,0.002007504226639867,38.636924743652344,0.002468439983204007
34,40.09025955200195,0.0020059591624885798,38.93710708618164,0.002474007895216346
35,39.967140197753906,0.0020062942057847977,38.592830657958984,0.0024720891378819942
36,inf,0.0020063137635588646,38.56217575073242,0.0024700607173144817
37,39.85211944580078,0.002006430644541979,38.63832092285156,0.002468535676598549
38,39.895965576171875,0.002006686292588711,38.54411315917969,0.002467072568833828
39,39.87595748901367,0.0020069933962076902,38.670955657958984,0.002465947065502405
40,39.68790817260742,0.002007540315389633,38.983333587646484,0.002463964745402336
41,39.620548248291016,0.002008333569392562,40.12949752807617,0.002462641568854451
42,39.5399284362793,0.0020094839856028557,40.46965789794922,0.0024627158418297768
43,39.47787857055664,0.002011027419939637,39.8760871887207,0.002462725853547454
44,39.470855712890625,0.002012483775615692,38.807430267333984,0.002464889083057642
45,39.37293243408203,0.0020141485147178173,39.12446975708008,0.0024635489098727703
46,39.210121154785156,0.002016251441091299,39.62056350708008,0.002462532138451934
47,39.224510192871094,0.0020185266621410847,41.71218490600586,0.0024616895243525505
48,38.96677780151367,0.00202352786436677,38.0443115234375,0.0024803888518363237
49,39.398563385009766,0.0020210593938827515,39.6710205078125,0.0024622096680104733
50,39.0524787902832,0.0020244934130460024,40.176666259765625,0.002461745636537671
51,39.00164031982422,0.002024428453296423,39.1147346496582,0.002462427830323577
52,38.76751708984375,0.00202691531740129,38.64520263671875,0.002470015548169613
53,38.88990783691406,0.0020274068228900433,38.31341552734375,0.0024781767278909683
54,inf,0.002029488096013665,40.08723449707031,0.0024613167624920607
55,38.775814056396484,0.0020288205705583096,37.700286865234375,0.0024833986535668373
56,38.73145294189453,0.0020295116119086742,37.79928970336914,0.0024818864185363054
57,38.65938186645508,0.002029823837801814,37.1716423034668,0.0024944625329226255
58,39.233192443847656,0.0020291893742978573,39.13893508911133,0.002462160773575306
59,39.20759201049805,0.002029860857874155,38.68649673461914,0.00247050728648901
