epoch,PSNR,loss,val_PSNR,val_loss
0,20.25392723083496,15104978944.0,27.28849220275879,0.0025313931982964277
1,inf,2.639469623565674,26.834911346435547,0.007093887310475111
2,19.93602752685547,0.5893974900245667,38.20826721191406,0.00045317437616176903
3,41.442649841308594,0.00023599175619892776,38.64820098876953,0.00015597428136970848
4,44.67536163330078,9.729462908580899e-05,inf,4.86099706904497e-05
5,51.50572967529297,5.554784002015367e-05,52.29899978637695,5.350938226911239e-05
6,inf,4.708174310508184e-05,64.099609375,4.5048673200653866e-05
7,57.53030776977539,4.239748159307055e-05,58.705955505371094,4.0081446059048176e-05
8,inf,3.87464533559978e-05,56.54679870605469,3.6900644772686064e-05
9,56.946353912353516,3.569645559764467e-05,56.78940963745117,3.4122091165045276e-05
10,57.45320129394531,3.29806498484686e-05,57.25876998901367,3.1561336072627455e-05
11,57.71339797973633,3.050168561458122e-05,57.76512145996094,2.9210477805463597e-05
12,57.70989990234375,2.836046041920781e-05,57.98789596557617,2.7341349777998403e-05
13,58.11859130859375,2.6599202101351693e-05,58.296836853027344,2.5705481675686315e-05
14,58.12033462524414,2.5048180759768002e-05,58.2028923034668,2.4253395167761482e-05
15,58.22689437866211,2.366391163377557e-05,58.38785171508789,2.2948421246837825e-05
16,inf,2.241410402348265e-05,58.62324142456055,2.176389352825936e-05
17,58.72621154785156,2.1280427972669713e-05,58.92146301269531,2.0695564671768807e-05
18,59.054386138916016,2.0255802155588754e-05,59.26017761230469,1.9717912437045015e-05
19,59.4252815246582,1.9311473806737922e-05,59.64913558959961,1.8813972928910516e-05
20,59.83389663696289,1.8437720427755266e-05,60.07363510131836,1.7977152310777456e-05
21,60.27556228637695,1.762857755238656e-05,60.54084396362305,1.7201402442879044e-05
22,60.743873596191406,1.687744770606514e-05,60.99690246582031,1.6480220438097604e-05
23,61.216007232666016,1.6178679288714193e-05,61.489070892333984,1.580878597451374e-05
24,61.727294921875,1.552775938762352e-05,62.03046417236328,1.5182990864559542e-05
25,62.272159576416016,1.4921767615305725e-05,62.54951095581055,1.4603142517444212e-05
26,62.75434875488281,1.4363787158799823e-05,63.05027389526367,1.4072420526645146e-05
27,63.27886962890625,1.3852056326868478e-05,63.60506057739258,1.3581967323261779e-05
28,63.84394836425781,1.3376815331866965e-05,64.17815399169922,1.3125121768098325e-05
29,64.4827880859375,1.2933638572576456e-05,64.89494323730469,1.2698609680228401e-05
30,65.28999328613281,1.2519787560449913e-05,65.40801239013672,1.2300296475586947e-05
