epoch,PSNR,loss,val_PSNR,val_loss
0,-1.2682790756225586,213451030528.0,-1.8000174760818481,2.114868640899658
1,10.534587860107422,1.0468602180480957,8.788702964782715,0.15429696440696716
2,16.3006534576416,0.05652853101491928,17.266986846923828,0.022098641842603683
3,22.343746185302734,0.01366567611694336,21.02422332763672,0.009239431470632553
4,28.307931900024414,0.0037631101440638304,49.80440902709961,0.0005412221071310341
5,39.109188079833984,0.0008521167910657823,42.77577590942383,0.0002731049316935241
6,45.88117218017578,0.00026409843121655285,41.60551071166992,0.00023344480723608285
7,47.76335144042969,0.00020773470168933272,48.1334342956543,0.00018891399668063968
8,47.31971740722656,0.000181690338649787,49.804019927978516,0.000172492116689682
9,47.874420166015625,0.00016550213331356645,48.592864990234375,0.0001580585667397827
10,48.037200927734375,0.00015351636102423072,48.20844268798828,0.0001483370433561504
11,48.301029205322266,0.00014462323451880366,48.1606559753418,0.0001399707398377359
12,48.50376510620117,0.0001364518830087036,48.43734359741211,0.00013215572107583284
13,48.45426940917969,0.00012893900566268712,48.340274810791016,0.0001250136992894113
14,48.311248779296875,0.00012205222446937114,48.277095794677734,0.00011843020183732733
15,48.287654876708984,0.00011569854541448876,48.29319381713867,0.00011235651618335396
16,48.32020950317383,0.00010983219544868916,48.36077880859375,0.00010675661178538576
17,48.428489685058594,0.00010447086970089003,48.509647369384766,0.00010166235006181523
18,48.56675338745117,9.95200389297679e-05,48.6463623046875,9.688954742159694e-05
19,48.71478271484375,9.48885062825866e-05,48.81165313720703,9.243147360393777e-05
20,48.88159942626953,9.056236740434542e-05,49.00349426269531,8.82674939930439e-05
21,49.147193908691406,8.652564429212362e-05,49.26313018798828,8.438257646048442e-05
22,49.39837646484375,8.275275467894971e-05,49.57048416137695,8.074820652836934e-05
23,49.79388427734375,7.924230885691941e-05,50.130409240722656,7.74318104959093e-05
24,50.291481018066406,7.604876009281725e-05,50.430755615234375,7.434748840751126e-05
25,50.59669876098633,7.305679901037365e-05,50.61888885498047,7.146828284021467e-05
26,50.666934967041016,7.024945080047473e-05,50.84513473510742,6.875144026707858e-05
27,50.97290802001953,6.759708048775792e-05,50.8140983581543,6.618880433961749e-05
28,50.8705940246582,6.509202648885548e-05,50.89199447631836,6.374676013365388e-05
29,50.979373931884766,6.271974416449666e-05,51.09657287597656,6.145229417597875e-05
