epoch,PSNR,loss,val_PSNR,val_loss
0,-221.67591857910156,5.359738771338509e+30,-109.6236801147461,99867705344.0
1,-43.78104782104492,3.4888521864224293e+27,11.499813079833984,19.9602108001709
2,19.956331253051758,20.271839141845703,21.59442710876465,20.36507797241211
3,26.69354820251465,20.284875869750977,27.796567916870117,20.183616638183594
4,29.472715377807617,20.080469131469727,29.96705436706543,19.96861457824707
5,30.202924728393555,19.865201950073242,30.42276382446289,19.75387191772461
6,30.385643005371094,19.651493072509766,30.52644920349121,19.541318893432617
7,30.420040130615234,19.440046310424805,30.54475212097168,19.3310489654541
8,30.410188674926758,19.230863571166992,30.528772354125977,19.12303924560547
9,30.395706176757812,19.023937225341797,30.52602767944336,18.917274475097656
10,30.394210815429688,18.81923484802246,30.52544403076172,18.713714599609375
11,30.393836975097656,18.616737365722656,30.525314331054688,18.512351989746094
12,30.393747329711914,18.416418075561523,30.525279998779297,18.313156127929688
13,30.39371681213379,18.21825408935547,30.525279998779297,18.11610221862793
14,30.39371681213379,18.022226333618164,30.525279998779297,17.92116928100586
15,30.39371681213379,17.828306198120117,30.52527618408203,17.728336334228516
16,30.393718719482422,17.636470794677734,30.52527618408203,17.537574768066406
17,30.39371681213379,17.446699142456055,30.525279998779297,17.348867416381836
18,30.39371681213379,17.258974075317383,30.525279998779297,17.162193298339844
19,30.39371681213379,17.073266983032227,30.525279998779297,16.977529525756836
20,30.39371681213379,16.889562606811523,30.525279998779297,16.794851303100586
21,30.39371681213379,16.70783233642578,30.525279998779297,16.614133834838867
22,30.39371681213379,16.528057098388672,30.525279998779297,16.435367584228516
23,30.39371681213379,16.350217819213867,30.52527618408203,16.258525848388672
24,30.39371681213379,16.174291610717773,30.52527618408203,16.083581924438477
25,30.39371681213379,16.000255584716797,30.525279998779297,15.910526275634766
26,30.39371681213379,15.82809829711914,30.525279998779297,15.73932933807373
27,30.39371681213379,15.65778923034668,30.525279998779297,15.569974899291992
28,30.39371681213379,15.489317893981934,30.525279998779297,15.402445793151855
29,30.39371681213379,15.322656631469727,30.525279998779297,15.236716270446777
30,30.39371681213379,15.157793045043945,30.525279998779297,15.072775840759277
31,30.39371681213379,14.994697570800781,30.525279998779297,14.91059684753418
32,30.39371681213379,14.83336067199707,30.52527618408203,14.750161170959473
33,30.39371681213379,14.673759460449219,30.52527618408203,14.59145450592041
34,30.39371681213379,14.515875816345215,30.525279998779297,14.434453010559082
